,sub_label,obj_label,subj_anchors
1101,asparagus,"['spears', 'leaves']","['tobacco', 'cotton', 'beans']"
1102,aubergine,"['skin', 'seeds', 'flesh']","['orange', 'chocolate', 'apples']"
1103,avocado,"['skin', 'flesh']","['coffee', 'tomato', 'orange']"
1104,bacon,"['fat', 'streaks', 'flesh']","['eggs', 'milk', 'cheese']"
1105,badge,"['pictures', 'images', 'information', 'words', 'advertising']","['cap', 'collar', 'ribbon']"
1106,bag,"['handles', 'pockets', 'straps', 'space']","['belt', 'chain', 'box']"
1107,bagpipes,['pipes'],"['drums', 'pipes', 'horns']"
1108,ball,['air'],"['stick', 'net', 'basket']"
1109,balloon,"['air', 'knots']","['radio', 'cable', 'plane']"
1110,banana,"['skin', 'potassium', 'seeds', 'flesh']","['coffee', 'sugar', 'cotton']"
1111,barge,"['windows', 'rooms', 'seats']","['ship', 'boat', 'wagon']"
1112,bath,"['water', 'bubbles', 'legs', 'sides', 'walls', 'feet']","['cooking', 'toilet', 'washing']"
1113,bean,"['protein', 'varieties', 'fibre']","['corn', 'squash', 'nut']"
1114,bear,"['fur', 'hair', 'claws', 'teeth', 'species', 'types', 'ears', 'eyes', 'legs']","['deer', 'squirrel', 'pig']"
1115,beaver,"['teeth', 'fur', 'hair', 'legs', 'eyes', 'feet']","['deer', 'sheep', 'hunter']"
1116,bed,"['sheets', 'legs', 'posts', 'covers', 'springs']","['breakfast', 'bathroom', 'chairs']"
1117,bee,"['wings', 'stripes', 'legs', 'fur', 'hair', 'hairs', 'antenna', 'eyes']","['butterfly', 'spider', 'fly']"
1118,beer,"['bubbles', 'liquid', 'foam']","['wine', 'tobacco', 'food']"
1119,beetle,"['legs', 'wings', 'antenna', 'species', 'varieties', 'types', 'eyes', 'organs', 'spots']","['fish', 'spider', 'fly']"
1120,bellows,"['handles', 'valves']","['bells', 'drums', 'horns']"
1121,belt,['holes'],"['sword', 'knife', 'chain']"
1122,bench,"['legs', 'seats', 'arms']","['table', 'board', 'chairs']"
1123,bicycle,"['wheels', 'brakes', 'seats', 'gears', 'lights', 'handles']","['car', 'bike', 'foot']"
1124,bin,"['smells', 'wheels', 'wheel', 'handles']","['chain', 'bag', 'box']"
1125,birch,"['leaves', 'bark', 'branches', 'roots', 'seeds', 'cells']","['oak', 'gum', 'cotton']"
1126,biscuit,"['sugar', 'fat', 'ingredients']","['cheese', 'bread', 'flour']"
1127,blouse,"['buttons', 'sleeves']","['skirt', 'trousers', 'pants']"
1128,blueberry,"['seeds', 'skin', 'flesh', 'pulp']","['orange', 'tomato', 'grape']"
1129,boat,"['sails', 'sailors', 'sizes']","['ship', 'canoe', 'sail']"
1130,bone,"['calcium', 'cells', 'joints', 'structure', 'minerals', 'sizes']","['muscle', 'skin', 'flesh']"
1131,book,"['pages', 'words', 'information', 'pictures', 'images', 'chapters', 'ink']","['paper', 'magazine', 'books']"
1132,bookcase,"['books', 'shelves', 'corners', 'doors']","['shelves', 'shelf', 'books']"
1133,boomerang,['decoration'],"['guitar', 'drum', 'rope']"
1134,boots,"['heels', 'tongue', 'grip', 'toes']","['shoes', 'socks', 'trousers']"
1135,bouquet,"['flowers', 'wrapping', 'leaves']","['flowers', 'flower', 'cake']"
1136,bowl,"['storage', 'depth']","['cup', 'spoon', 'plate']"
1137,box,"['sides', 'walls', 'corners', 'corner']","['board', 'bag', 'case']"
1138,bra,"['straps', 'cups', 'wire', 'wires', 'clips', 'lace', 'purchased']","['underwear', 'shirt', 'socks']"
1139,bracelet,"['jewels', 'decoration', 'links']","['chain', 'ring', 'belt']"
1140,bread,"['varieties', 'seeds']","['cheese', 'butter', 'wine']"
1141,brick,"['corners', 'holes', 'edges']","['stone', 'steel', 'concrete']"
1142,bridge,"['support', 'supports', 'cars', 'height', 'people', 'pillars', 'rails', 'cables', 'trains']","['canal', 'water', 'building']"
1143,broccoli,"['trees', 'leaves', 'iron']","['tomato', 'corn', 'cheese']"
1144,brochure,"['paper', 'pages', 'advertising', 'pictures', 'photos', 'information', 'words', 'writing', 'text', 'ink', 'purposes', 'prices']","['advertisements', 'photographs', 'books']"
1145,bucket,"['handles', 'holes', 'sides', 'sand']","['net', 'basket', 'board']"
1146,budgie,"['feathers', 'wings', 'eyes', 'claws', 'legs', 'feet']","['roll', 'squash', 'cheese']"
1147,buffalo,"['horns', 'fur', 'hair', 'legs', 'eyes']","['cattle', 'sheep', 'horses']"
1148,buggy,"['wheels', 'seats', 'handles', 'straps']","['wagon', 'horse', 'carriage']"
1149,butter,"['oil', 'wrapping']","['sugar', 'cheese', 'cream']"
1150,buttercup,['leaves'],"['coffee', 'sugar', 'butter']"
1151,butterfly,"['wings', 'colours', 'antenna', 'patterns', 'legs']","['spider', 'bee', 'birds']"
1152,button,"['holes', 'string']","['switch', 'buttons', 'key']"
1153,buzzard,"['wings', 'feathers', 'claws', 'eyes', 'legs']","['hawk', 'swift', 'black']"
1154,cabbage,"['leaves', 'layers', 'roots', 'varieties']","['corn', 'vegetables', 'beans']"
1155,cage,"['animals', 'bars', 'rods', 'doors', 'locks']","['ring', 'gate', 'wire']"
1156,cake,"['sugar', 'candles', 'decoration', 'layers', 'varieties', 'types', 'fruit', 'filling', 'cream']","['chocolate', 'coffee', 'dessert']"
1157,calf,"['legs', 'ears', 'eyes', 'skin', 'fur', 'hair', 'spots', 'head']","['cow', 'cattle', 'foot']"
1158,camel,"['fur', 'hair', 'legs', 'feet', 'eyes', 'lips', 'teeth', 'cells']","['horse', 'sheep', 'deer']"
1159,camera,"['film', 'buttons', 'handles', 'batteries', 'resolution', 'parts']","['microphone', 'computer', 'radio']"
1160,canary,"['feathers', 'wings', 'claws', 'legs', 'eyes', 'feet']","['deer', 'rabbit', 'horse']"
1161,cannon,['wheels'],"['ammunition', 'guns', 'knives']"
1162,cape,"['style', 'buttons']","['helmet', 'hat', 'cap']"
1163,car,"['wheels', 'windows', 'doors', 'seats', 'gears', 'passengers', 'colours', 'oil', 'water', 'mirrors']","['vehicle', 'trucks', 'radio']"
1164,caravan,"['wheels', 'beds', 'windows', 'toilets', 'doors', 'rooms']","['transport', 'ship', 'car']"
1165,carnation,"['leaves', 'colour', 'roots', 'pollen', 'types']","['chocolate', 'coffee', 'fruit']"
1166,carp,"['scales', 'fins', 'eyes']","['wheat', 'cotton', 'beans']"
1167,carriage,"['wheels', 'horses', 'seats', 'passengers', 'windows', 'doors']","['wagon', 'horse', 'car']"
1168,carrot,"['leaves', 'skin', 'purchased']","['cheese', 'tomato', 'tobacco']"
1169,cart,"['wheels', 'horses', 'sides']","['wagon', 'horse', 'carriage']"
1170,castle,"['turrets', 'kings', 'royalty', 'walls', 'towers', 'rooms', 'residents', 'history', 'windows', 'cracks']","['city', 'garden', 'walls']"
1171,cat,"['fur', 'hair', 'claws', 'legs', 'eyes', 'ears', 'chase', 'teeth', 'breeds', 'muscles', 'skin']","['dog', 'mice', 'rabbit']"
1172,catalogue,"['paper', 'pages', 'pictures', 'advertising', 'prices', 'products', 'words', 'writing', 'information', 'photos', 'photographs', 'uses', 'descriptions']","['history', 'publication', 'reference']"
1173,catapault,"['elastic', 'arms', 'sticks', 'wheels', 'handles']","['ship', 'sail', 'canoe']"
1174,caterpillar,"['legs', 'fur', 'hair', 'antenna', 'segment']","['fruit', 'prey', 'insects']"
1175,cauliflower,"['leaves', 'flowers']","['cotton', 'tobacco', 'squash']"
1176,celery,"['leaves', 'water', 'sticks', 'veins']","['cheese', 'bacon', 'butter']"
1177,cello,['strings'],"['piano', 'guitar', 'percussion']"
1178,centipede,"['legs', 'segments', 'antenna', 'venom', 'eyes', 'predators']","['fish', 'lizard', 'turtle']"
1179,certificate,"['words', 'writing', 'importance', 'significance', 'meaning']","['signature', 'licence', 'proof']"
1180,chain,"['links', 'loops']","['rope', 'wire', 'chains']"
1181,chainsaw,"['blades', 'handles', 'teeth', 'petrol']","['rope', 'chain', 'hammer']"
1182,chair,"['legs', 'seats', 'arms']","['table', 'seat', 'chairs']"
1183,champagne,['bubbles'],"['wine', 'chocolate', 'vodka']"
1184,chandelier,"['lights', 'candles', 'arms', 'electricity']","['mirrors', 'bells', 'furniture']"
1185,cheese,"['holes', 'varieties', 'protein']","['butter', 'bread', 'meat']"
1186,cheetah,"['spots', 'fur', 'hair', 'teeth', 'claws', 'legs', 'muscles', 'chase', 'blood', 'eyes']","['deer', 'monkey', 'rabbit']"
1187,cherry,"['flesh', 'skin', 'seeds']","['orange', 'sugar', 'chocolate']"
1188,chicken,"['eggs', 'feathers', 'wings', 'claws', 'feet', 'legs']","['vegetables', 'pork', 'eggs']"
1189,chipmunk,"['fur', 'hair', 'teeth', 'stripes', 'eyes', 'legs', 'cheeks', 'claws']","['squirrel', 'rabbit', 'monkey']"
1190,chisel,"['handles', 'blades', 'edges']","['hammer', 'drill', 'knife']"
1191,chocolate,"['sugar', 'milk', 'pieces', 'squares', 'nuts', 'wrapping']","['milk', 'sugar', 'butter']"
1192,cider,['bubbles'],"['wine', 'ale', 'tobacco']"
1193,cigar,['tobacco'],"['tobacco', 'liquor', 'coffee']"
1194,cigarette,"['tobacco', 'chemicals', 'brands']","['tobacco', 'drink', 'alcohol']"
1195,clam,"['shells', 'flesh', 'muscles', 'calcium', 'patterns']","['fish', 'salt', 'corn']"
1196,clamp,"['handles', 'jaws']","['thread', 'chain', 'screw']"
1197,clarinet,"['keys', 'buttons', 'holes']","['trumpet', 'piano', 'percussion']"
1198,clock,"['hands', 'numbers', 'parts']","['bells', 'bell', 'ball']"
1199,coat,"['buttons', 'sleeves', 'arms', 'pockets', 'styles']","['trousers', 'pants', 'skirt']"
1200,cockerel,"['feathers', 'wings', 'feet', 'claws', 'legs', 'thighs', 'eyes']","['rabbit', 'bass', 'pig']"
1201,cockroach,"['legs', 'antenna', 'wings', 'eyes']","['bee', 'spider', 'beetle']"
1202,coconut,"['fur', 'hair', 'milk', 'flesh', 'liquid', 'skin', 'oil']","['sugar', 'rubber', 'salt']"
1203,cod,"['fins', 'scales', 'eyes', 'bones']","['fish', 'salt', 'corn']"
1204,coffee,"['sugar', 'grains']","['milk', 'sugar', 'food']"
1205,coffin,"['handles', 'nails']","['tomb', 'box', 'bed']"
1206,coin,"['value', 'faces', 'sides', 'pictures', 'tail', 'head', 'markings', 'stamps']","['coins', 'money', 'paper']"
1207,colander,"['holes', 'handles']","['salt', 'sugar', 'tobacco']"
1208,comb,"['teeth', 'points', 'handles']","['nail', 'thread', 'nails']"
1209,cork,['holes'],"['salt', 'oil', 'butter']"
1210,corkscrew,"['handles', 'uses', 'arms']","['bells', 'radio', 'whistle']"
1211,corn,"['seeds', 'grains', 'ears']","['wheat', 'beans', 'cotton']"
1212,courgette,"['skin', 'seeds', 'flesh', 'flowers', 'pulp']","['wine', 'piano', 'cheese']"
1213,cow,"['milk', 'legs', 'fur', 'hair', 'ears', 'spots', 'horns', 'patches']","['sheep', 'pig', 'calf']"
1214,crab,"['claws', 'legs', 'eyes', 'antenna', 'meat']","['fish', 'algae', 'eggs']"
1215,cradle,"['blankets', 'bars', 'sides', 'legs', 'fabric']","['pillow', 'frame', 'table']"
1216,crayfish,"['claws', 'legs', 'antenna', 'eyes', 'fins', 'scales', 'bones']","['bass', 'fish', 'fins']"
1217,cricket,"['legs', 'wings', 'antenna', 'eyes']","['squash', 'sport', 'fishing']"
1218,crocodile,"['teeth', 'legs', 'scales', 'skin', 'jaws', 'mouth', 'eyes']","['lizard', 'snake', 'fish']"
1219,cucumber,"['seeds', 'skin', 'flesh', 'pulp']","['beans', 'corn', 'sugar']"
1220,cup,"['handles', 'drinks', 'uses', 'decoration']","['bowl', 'spoon', 'plate']"
1221,cupboard,"['doors', 'shelves', 'handles', 'space', 'food']","['shelves', 'door', 'sink']"
1222,currant,"['seeds', 'sugar']","['salt', 'oil', 'water']"
1223,cushion,"['feathers', 'colours', 'corners', 'patterns']","['seat', 'carpet', 'pillow']"
1224,daffodil,"['leaves', 'roots', 'pollen']","['tomato', 'cotton', 'squash']"
1225,daisy,"['leaves', 'roots', 'pollen']","['flowers', 'bells', 'trumpet']"
1226,dandelion,"['seeds', 'leaves', 'roots']","['oak', 'butterfly', 'rose']"
1227,dates,"['sugar', 'skin']","['numbers', 'letters', 'words']"
1228,deckchair,"['legs', 'seats', 'arms']","['chair', 'chairs', 'deck']"
1229,deer,"['legs', 'fur', 'hair', 'ears', 'spots', 'eyes', 'skin']","['birds', 'cattle', 'horses']"
1230,desk,"['legs', 'feet', 'papers']","['chair', 'chairs', 'computer']"
1231,dice,"['sides', 'faces', 'numbers', 'dots', 'spots']","['cards', 'coins', 'weapons']"
1232,dictionary,"['words', 'definitions', 'pages', 'ink', 'knowledge']","['books', 'book', 'history']"
1233,dinghy,"['air', 'sails', 'ropes', 'seats', 'seat']","['canoe', 'boat', 'fishing']"
1234,dishwasher,"['shelves', 'water', 'doors', 'tablets', 'buttons']","['sink', 'kitchen', 'toilet']"
1235,dog,"['fur', 'hair', 'teeth', 'legs', 'chase', 'breeds', 'claws', 'eyes', 'ears', 'flesh']","['cat', 'pig', 'horse']"
1236,doll,"['clothes', 'clothing', 'legs', 'arms', 'hair', 'eyes', 'hands', 'feet']","['toy', 'baby', 'child']"
1237,dolphin,"['fins', 'intelligence', 'skin', 'teeth', 'eyes']","['fish', 'turtle', 'seal']"
1238,donkey,"['ears', 'fur', 'hair', 'legs', 'teeth', 'eyes']","['horse', 'sheep', 'horses']"
1239,doughnut,"['sugar', 'jam', 'filling', 'coating', 'chocolate']","['cake', 'coffee', 'chocolate']"
1240,dove,"['wings', 'feathers', 'eyes', 'eggs', 'feet', 'legs', 'claws', 'flesh']","['fish', 'butterfly', 'turtle']"
1241,dragonfly,"['wings', 'colour', 'eyes', 'legs']","['butterfly', 'fly', 'spider']"
1242,dress,"['styles', 'straps', 'sleeves']","['accessories', 'shoes', 'clothing']"
1243,dresser,"['mirrors', 'shelves', 'legs', 'doors', 'sides', 'handles']","['bed', 'mirror', 'toilet']"
1244,drum,"['skin', 'sticks', 'rhythm', 'sides', 'pedal']","['bass', 'percussion', 'whistle']"
1245,duck,"['feathers', 'feet', 'wings', 'fat', 'oils', 'species']","['fish', 'squirrel', 'rabbit']"
1246,eagle,"['wings', 'feathers', 'eyes', 'claws']","['hawk', 'dog', 'bird']"
1247,ear,"['skin', 'wax', 'bones', 'flesh', 'folds', 'hairs', 'infections']","['nose', 'mouth', 'tongue']"
1248,eel,"['eyes', 'fins', 'flesh']","['bass', 'fish', 'seal']"
1249,elephant,"['ears', 'skin', 'legs', 'feet', 'species', 'varieties', 'flesh', 'fur', 'hair']","['deer', 'monkey', 'snake']"
1250,elm,"['leaves', 'branches', 'roots', 'bark']","['oak', 'wheat', 'apples']"
1251,emu,"['feathers', 'legs', 'wings', 'eyes']","['rock', 'drums', 'japanese']"
1252,encyclopaedia,"['information', 'pages', 'facts', 'words', 'pictures', 'topics', 'subjects', 'descriptions', 'knowledge', 'binding', 'articles', 'ink']","['books', 'articles', 'online']"
1253,envelope,['corners'],"['paper', 'stamp', 'letter']"
1254,eucalyptus,"['leaves', 'oil', 'roots', 'branches', 'bark', 'flowers']","['oak', 'gum', 'cotton']"
1255,falcon,"['feathers', 'wings', 'claws', 'eyes', 'legs']","['hawk', 'cat', 'deer']"
1256,fence,"['posts', 'poles', 'paint', 'nails', 'rails']","['walls', 'gate', 'windows']"
1257,fern,"['leaves', 'roots', 'cells', 'branches']","['oak', 'wood', 'tree']"
1258,ferry,"['passengers', 'people', 'staff', 'decks', 'seats', 'doors', 'entrances', 'oil', 'windows']","['boat', 'car', 'transport']"
1259,finger,"['nails', 'bones', 'skin', 'joints', 'muscles', 'flesh', 'blood', 'nerves']","['thumb', 'nail', 'hand']"
1260,fir,"['needles', 'leaves', 'branches', 'cones', 'roots', 'bark']","['oak', 'orange', 'wood']"
1261,flamingo,"['feathers', 'legs', 'wings', 'feet']","['butterfly', 'monkey', 'orange']"
1262,flannel,['soap'],"['underwear', 'linen', 'jeans']"
1263,flea,"['legs', 'eggs', 'antenna', 'claws', 'teeth', 'fur', 'hair', 'hairs']","['tomato', 'tobacco', 'wheat']"
1264,flounder,"['fins', 'scales', 'eyes']","['fish', 'fly', 'rock']"
1265,flute,"['keys', 'holes', 'buttons', 'valves', 'notes']","['piano', 'guitar', 'percussion']"
1266,foot,"['toes', 'bones', 'skin', 'nails', 'muscles', 'hair', 'hairs', 'socks', 'nerves', 'flesh', 'joints']","['hand', 'knee', 'toe']"
1267,football,"['air', 'designs', 'patches']","['sport', 'squash', 'medicine']"
1268,fox,"['fur', 'hair', 'legs', 'ears', 'teeth', 'flesh']","['rabbit', 'deer', 'cat']"
1269,fridge,"['doors', 'shelves', 'food', 'handles', 'milk']","['kitchen', 'shelves', 'toilet']"
1270,frog,"['legs', 'eyes', 'feet', 'skin', 'spots']","['lizard', 'snake', 'spider']"
1271,garlic,"['segments', 'skin', 'flesh']","['salt', 'water', 'sugar']"
1272,gate,"['bars', 'handles', 'paint', 'doors']","['lock', 'door', 'bridge']"
1273,geranium,"['leaves', 'colour', 'flowers', 'roots', 'pollen']","['sugar', 'salt', 'gum']"
1274,gerbil,"['fur', 'hair', 'teeth', 'ears', 'legs', 'claws', 'eyes']","['lizard', 'dog', 'pig']"
1275,gherkin,"['skin', 'seeds', 'flesh', 'pulp']","['silk', 'tobacco', 'cotton']"
1276,giraffe,"['legs', 'spots', 'patches', 'horns', 'fur', 'hair', 'flesh', 'babies']","['deer', 'rabbit', 'horse']"
1277,glider,['wings'],"['transport', 'tank', 'boat']"
1278,gloves,"['fingers', 'stripes', 'holes']","['shoes', 'glasses', 'knives']"
1279,glue,"['strengths', 'types', 'colours']","['paper', 'paint', 'wax']"
1280,goat,"['milk', 'horns', 'fur', 'hair', 'legs', 'kids']","['sheep', 'pig', 'deer']"
1281,goggles,"['plastic', 'straps', 'lenses', 'glasses']","['glasses', 'lenses', 'helmet']"
1282,goldfish,"['fins', 'scales', 'eyes']","['bass', 'gold', 'silver']"
1283,goose,"['feathers', 'wings', 'feet', 'legs', 'eyes', 'fat']","['sheep', 'rabbit', 'deer']"
1284,gorilla,"['fur', 'hair', 'arms', 'families', 'legs', 'feet', 'teeth', 'hands', 'bones']","['monkey', 'lizard', 'deer']"
1285,gown,"['sleeves', 'decoration', 'buttons']","['shoes', 'cap', 'tie']"
1286,grape,"['seeds', 'skin', 'flesh', 'juice']","['wine', 'cheese', 'tomato']"
1287,grapefruit,"['skin', 'juice', 'segments', 'seeds', 'flesh', 'pulp']","['apples', 'grapes', 'tomato']"
1288,grasshopper,"['legs', 'antenna', 'wings', 'eyes']","['butterfly', 'spider', 'bee']"
1289,grater,"['holes', 'handles', 'edges']","['bread', 'cheese', 'spoon']"
1290,guitar,"['strings', 'handles', 'varieties', 'straps']","['drums', 'bass', 'piano']"
1291,gun,"['bullets', 'handles']","['ammunition', 'knife', 'knives']"
1292,hair,['roots'],"['skin', 'clothing', 'makeup']"
1293,ham,"['fat', 'muscle', 'protein', 'string']","['cheese', 'eggs', 'bacon']"
1294,harmonica,"['holes', 'gaps']","['guitar', 'drums', 'percussion']"
1295,harp,['strings'],"['guitar', 'piano', 'drums']"
1296,harpsichord,"['keys', 'strings', 'legs']","['piano', 'guitar', 'percussion']"
1297,hawk,"['feathers', 'wings', 'flying', 'eyes', 'claws', 'feet', 'legs']","['bird', 'dog', 'cat']"
1298,heart,"['blood', 'muscles', 'chambers', 'veins', 'valves']","['body', 'head', 'feet']"
1299,hedgehog,"['spikes', 'legs', 'eyes', 'ears', 'feet', 'fur', 'hair']","['squirrel', 'rabbit', 'spider']"
1300,helicopter,"['blades', 'passengers', 'doors', 'windows', 'seats', 'feet', 'landed']","['missiles', 'radio', 'missile']"
1301,heron,"['wings', 'feathers', 'legs', 'flight', 'feet']","['butterfly', 'bird', 'hawk']"
1302,herring,"['fins', 'scales', 'eyes', 'bones', 'flesh']","['salt', 'fish', 'tobacco']"
1303,hippo,"['teeth', 'legs', 'skin', 'ears', 'bones', 'eyes']","['monkey', 'lizard', 'turtle']"
1304,hornet,"['wings', 'legs', 'stripes', 'antenna', 'fur', 'hair']","['trumpet', 'bass', 'horn']"
1305,horse,"['legs', 'fur', 'hair', 'shoes', 'ears', 'breeds', 'eyes']","['cattle', 'carriage', 'wagon']"
1306,houseboat,"['windows', 'rooms', 'decoration', 'toilets', 'steering', 'beds', 'residents', 'doors']","['canoe', 'boat', 'ship']"
1307,housefly,"['wings', 'eyes', 'legs', 'blood', 'fur', 'hair']","['butterfly', 'spider', 'fly']"
1308,hummingbird,"['wings', 'feathers', 'claws', 'eyes', 'feet', 'flesh']","['butterfly', 'bee', 'bird']"
1309,hutch,"['wire', 'doors', 'hay', 'food', 'legs', 'walls', 'windows']","['pole', 'board', 'rope']"
1310,hyacinth,"['leaves', 'roots', 'flowers', 'bulb', 'colour', 'pollen']","['algae', 'oxygen', 'pollen']"
1311,hyena,"['legs', 'spots', 'fur', 'hair', 'teeth', 'ears', 'claws', 'jaws']","['deer', 'rabbit', 'sheep']"
1312,ibuprofen,"['coating', 'brands']","['drugs', 'alcohol', 'ethanol']"
1313,iguana,"['scales', 'spikes', 'eyes', 'claws', 'legs', 'skin', 'colour', 'feet', 'camouflage']","['fish', 'turtle', 'lizard']"
1314,jacket,"['buttons', 'sleeves', 'pockets', 'arms']","['trousers', 'pants', 'skirt']"
1315,jam,"['sugar', 'seeds']","['coffee', 'wine', 'roll']"
1316,jeans,"['pockets', 'buttons', 'legs', 'styles', 'types']","['underwear', 'shoes', 'socks']"
1317,jeep,"['wheels', 'passengers', 'doors', 'seats', 'windows']","['tank', 'car', 'vehicle']"
1318,jelly,"['water', 'sugar']","['sugar', 'eggs', 'salt']"
1319,jellyfish,['species'],"['fish', 'algae', 'bass']"
1320,jug,"['handles', 'milk']","['bottle', 'bucket', 'pipe']"
1321,kangaroo,"['legs', 'fur', 'hair', 'ears', 'arms', 'feet']","['deer', 'sheep', 'squirrel']"
1322,ketchup,"['sugar', 'salt', 'water']","['coffee', 'sugar', 'chocolate']"
1323,kettle,"['handles', 'water']","['soap', 'pot', 'comb']"
1324,key,"['teeth', 'handles']","['number', 'lock', 'keys']"
1325,kingfisher,"['feathers', 'wings', 'legs', 'feet', 'eyes']","['butterfly', 'hawk', 'swift']"
1326,knickers,"['elastic', 'cloth', 'lace', 'styles', 'patterns']","['underwear', 'socks', 'trousers']"
1327,ladder,"['steps', 'sides', 'feet', 'rope']","['rope', 'platform', 'door']"
1328,ladybird,"['spots', 'wings', 'legs', 'eyes', 'antenna']","['butterfly', 'hawk', 'bird']"
1329,lamb,"['legs', 'wool', 'fur', 'hair', 'ears', 'eyes']","['sheep', 'pig', 'beef']"
1330,lantern,"['candles', 'oil', 'fuel', 'handles', 'fire']","['lamp', 'candle', 'clock']"
1331,leek,"['leaves', 'roots', 'layers']","['squash', 'gum', 'root']"
1332,leg,"['walking', 'muscles', 'bones', 'knees', 'skin', 'flexibility', 'running', 'joints', 'flesh', 'hair', 'kicking', 'blood', 'jumping', 'fat', 'toes']","['foot', 'knee', 'shoulder']"
1333,lemon,"['seeds', 'skin', 'juice', 'segments', 'flesh']","['orange', 'sugar', 'butter']"
1334,lemonade,"['sugar', 'bubbles']","['chocolate', 'sugar', 'coffee']"
1335,leopard,"['spots', 'fur', 'hair', 'teeth', 'legs', 'claws', 'eyes', 'ears']","['human', 'sheep', 'cat']"
1336,lettuce,"['leaves', 'fibre', 'roots']","['vegetables', 'apples', 'corn']"
1337,lily,"['leaves', 'pollen', 'roots', 'seeds', 'types']","['rose', 'flower', 'flowers']"
1338,lime,"['skin', 'seeds', 'juice', 'segments', 'flesh', 'pulp']","['salt', 'water', 'sand']"
1339,limousine,"['wheels', 'passengers', 'windows', 'seats', 'doors']","['van', 'trucks', 'car']"
1340,lion,"['fur', 'hair', 'teeth', 'legs', 'claws', 'ears', 'eyes']","['monkey', 'dog', 'bird']"
1341,lips,"['lipstick', 'skin', 'flesh', 'muscles', 'blood']","['teeth', 'tongue', 'eyes']"
1342,lipstick,"['colours', 'fat']","['makeup', 'paint', 'chocolate']"
1343,lizard,"['scales', 'legs', 'skin', 'eyes', 'feet', 'claws', 'types']","['snake', 'fish', 'bird']"
1344,llama,"['legs', 'fur', 'hair', 'wool', 'meat', 'eyes']","['deer', 'cattle', 'cotton']"
1345,lobster,"['claws', 'legs', 'antenna', 'meat', 'eyes', 'flesh']","['fish', 'bass', 'beans']"
1346,locust,"['wings', 'legs', 'antenna', 'eyes']","['oak', 'bee', 'butterfly']"
1347,lorry,"['wheels', 'doors']","['wagon', 'trucks', 'car']"
1348,mackerel,"['fins', 'scales', 'bones', 'eyes', 'patterns']","['fish', 'cheese', 'bacon']"
1349,magpie,"['feathers', 'wings', 'eyes', 'legs', 'feet', 'claws', 'eggs', 'bones']","['rabbit', 'sheep', 'dog']"
1350,mango,"['skin', 'seeds', 'sugar']","['coffee', 'corn', 'cotton']"
1351,marigold,"['leaves', 'roots', 'pollen', 'flowers', 'seeds']","['chocolate', 'rabbit', 'apples']"
1352,mask,"['eyes', 'holes', 'feathers', 'elastic']","['helmet', 'hat', 'cap']"
1353,mat,['dirt'],"['rope', 'board', 'net']"
1354,mayonnaise,"['cream', 'fat', 'oil', 'sugar']","['chocolate', 'cheese', 'jam']"
1355,melon,"['seeds', 'skin', 'flesh', 'varieties']","['squash', 'wheat', 'beans']"
1356,menu,"['food', 'dishes', 'prices', 'choices', 'pages', 'words', 'writing', 'information', 'descriptions', 'ink', 'advertising', 'pictures', 'print']","['display', 'prices', 'seating']"
1357,microwave,"['heat', 'doors', 'buttons', 'settings']","['radar', 'computers', 'radio']"
1358,milk,"['calcium', 'fat', 'nutrients', 'cream', 'protein']","['eggs', 'sugar', 'water']"
1359,millipede,"['legs', 'antenna', 'segments', 'scales']","['fish', 'shell', 'shells']"
1360,minnow,"['scales', 'fins', 'eyes']","['tobacco', 'chicken', 'tomato']"
1361,monkey,"['fur', 'hair', 'intelligence', 'arms', 'hands', 'legs', 'thumbs', 'balance', 'feet', 'fun', 'teeth']","['bird', 'squirrel', 'deer']"
1362,moose,"['legs', 'fur', 'hair', 'horns', 'eyes', 'children']","['deer', 'sheep', 'cattle']"
1363,moped,"['wheels', 'seats', 'brakes', 'lights']","['horses', 'trucks', 'cars']"
1364,mosquito,"['wings', 'malaria', 'legs', 'eyes']","['malaria', 'insects', 'bee']"
1365,moss,"['leaves', 'roots', 'stems']","['leaves', 'algae', 'bark']"
1366,moth,"['wings', 'antenna', 'legs', 'fur', 'hair', 'dust', 'patterns', 'markings', 'eyes']","['butterfly', 'spider', 'fly']"
1367,motorcycle,"['wheels', 'seats', 'lights', 'brakes', 'gears', 'indicators', 'mirrors']","['car', 'trucks', 'cars']"
1368,mouse,"['fur', 'hair', 'ears', 'legs', 'eyes', 'feet', 'teeth', 'mice', 'babies']","['keyboard', 'cat', 'stick']"
1369,mug,"['handles', 'liquid', 'decoration', 'patterns']","['cup', 'spoon', 'bottle']"
1370,mushroom,"['protein', 'varieties', 'colour']","['fruit', 'cheese', 'tomato']"
1371,mussel,['flesh'],"['bass', 'fish', 'algae']"
1372,napkin,"['patterns', 'corners', 'edges', 'folds']","['paper', 'cloth', 'tape']"
1373,necklace,"['metal', 'beads', 'clips', 'jewels', 'diamonds', 'glass', 'links']","['ring', 'chain', 'rings']"
1374,nectarine,"['skin', 'juice', 'flesh', 'pulp']","['glucose', 'oxygen', 'water']"
