word,cohyponyms
invitation,"['line', 'bidding', 'summons', 'invite', 'encyclical', 'pastoral', 'aerogramme', 'aerogram', 'epistle', 'note', 'billet', 'excuse', 'letter', 'missive', 'words', 'prayer', 'recall', 'supplication', 'suit', 'blessing', 'interrogation', 'rubric', 'title', 'column', 'cookie', 'copy', 'draft', 'installment', 'instalment', 'lipogram', 'language', 'lyric', 'stanza', 'notice', 'notification', 'wish', 'entreaty', 'appeal', 'petition', 'orison', 'call', 'charge', 'billing', 'questioning', 'inquiring', 'order', 'callback', 'dump', 'filler', 'fascicle', 'fascicule', 'head', 'heading', 'header', 'dateline', 'verse', 'speech', 'orphan', 'couplet', 'octave', 'sestet', 'envoi', 'envoy', 'quatrain', 'strophe', 'antistrophe', 'adjuration', 'demagogy', 'demagoguery', 'plea', 'solicitation', 'courting', 'courtship', 'wooing', 'benediction', 'collect', 'commination', 'deprecation', 'grace', 'thanksgiving', 'intercession', 'invocation', 'requiescat', 'presentment', 'challenge', 'inquiry', 'enquiry', 'query', 'question', 'examination', 'interrogatory', 'hypertext', 'crosshead', 'crossheading', 'headline', 'lemma', 'subhead', 'subheading', 'strapline', 'acatalectic', 'alexandrine', 'catalectic', 'hypercatalectic', 'iambic', 'adonic', 'tetrameter', 'pentameter', 'hexameter', 'octameter', 'octosyllable', 'decasyllable', 'heptasyllable', 'aside', 'cue', 'monologue', 'soliloquy', 'throwaway', 'jingoism', 'mendicancy', 'beggary', 'begging', 'touch', 'urgency', 'urging', 'importunity', 'bundling', 'benison', 'rogation', 'catechism', 'deposition', 'inquisition', 'reexamination', 'interview', 'debriefing', 'stephead', 'dropline', 'screamer', 'streamer', 'banner', 'prompting', 'prompt']"
ox,"['bullock', 'stirk', 'steer', 'bull', 'cow', 'beef', 'welsh', 'africander', 'milker', 'milcher', 'devon', 'grade', 'springer', 'heifer', 'longhorn', 'angus', 'charolais', 'shorthorn', 'durham', 'galloway', 'hereford', 'whiteface', 'beefalo', 'cattalo', 'ayrshire', 'jersey', 'friesian', 'holstein', 'guernsey', 'aurochs', 'cows', 'cattle', 'oxen', 'kine', 'brahman', 'brahma', 'brahmin', 'urus', 'yak', 'banting', 'banteng', 'tsine', 'zebu', 'gaur', 'gayal', 'mithan', 'buffalo', 'pasang', 'bovine', 'bison', 'sheep', 'goat', 'antelope', 'anoa', 'tamarau', 'tamarao', 'wisent', 'ewe', 'ram', 'tup', 'wether', 'argali', 'argal', 'urial', 'audad', 'aoudad', 'arui', 'kid', 'billy', 'nanny', 'goral', 'serow', 'chamois', 'takin', 'blackbuck', 'gerenuk', 'addax', 'wildebeest', 'gnu', 'hartebeest', 'topi', 'sassaby', 'impala', 'gazelle', 'bongo', 'koodoo', 'kudu', 'koudou', 'nylghau', 'nylghai', 'nilgai', 'saiga', 'steenbok', 'steinbok', 'eland', 'waterbuck', 'puku', 'oryx', 'carabao', 'bellwether', 'cotswold', 'hampshire', 'lincoln', 'exmoor', 'cheviot', 'caracul', 'karakul', 'broadtail', 'longwool', 'merino', 'rambouillet', 'cimarron', 'bighorn', 'mouflon', 'moufflon', 'angora', 'markhor', 'markhoor', 'ibex', 'springbok', 'springbuck', 'nyala', 'bushbuck', 'guib', 'kob', 'lechwe', 'gemsbok', 'gemsbuck']"
football,"['hockey', 'baseball', 'softball', 'rugby', 'rugger', 'soccer', 'hurling', 'ballgame', 'cricket', 'lacrosse', 'polo', 'pushball', 'ball', 'bowl', 'shinney', 'shinny', 'hardball', 'rounders', 'stickball', 'steal', 'golf', 'croquet', 'paintball', 'quoits', 'horseshoes', 'shovelboard', 'shuffleboard', 'basketball', 'handball', 'jack', 'racquetball', 'volleyball', 'round', 'pugilism', 'boxing', 'fisticuffs', 'rassling', 'wrestling', 'grappling', 'marble', 'punchball', 'wiffle', 'net', 'infighting', 'fight', 'spar', 'sparring', 'sumo', 'hunt', 'hunting', 'taw', 'shooter', 'battue', 'beagling', 'coursing', 'ducking', 'foxhunt', 'pigsticking', 'king', 'singles', 'doubles', 'funambulism', 'gymnastics', 'skiing', 'aquatics', 'row', 'rowing', 'archery', 'sledding', 'skating', 'racing', 'riding', 'equitation', 'cycling', 'judo', 'parkour', 'backboard', 'counter', 'crossbar', 'game', 'goal', 'horseshoe', 'jackstones', 'piece', 'man', 'quoit', 'wheel', 'spinner', 'sportfishing', 'fishing', 'tumbling', 'acrobatics', 'track', 'running', 'jumping', 'swimming', 'swim', 'surfriding', 'surfboarding', 'surfing', 'crab', 'sculling', 'tobogganing', 'bobsledding', 'skateboarding', 'bicycling', 'motorcycling', 'tauromachy', 'bullfighting', 'cockfighting', 'tetherball', 'pin', 'chip', 'puzzle', 'basket', 'hoop', 'black', 'checker', 'chequer', 'chessman', 'tile', 'white', 'angling', 'cast', 'casting', 'bathe', 'dip', 'plunge', 'dive', 'diving', 'natation', 'floating', 'luging', 'rollerblading', 'dressage', 'showjumping', 'fives', 'squash', 'pelota', 'badminton', 'hoops', 'netball', 'tennis', 'pallone', 'candlepin', 'duckpin', 'kingpin', 'headpin', 'ninepin', 'skittle', 'tenpin', 'tangram', 'crossword', 'cage', 'bishop', 'rook', 'castle', 'horse', 'knight', 'pawn', 'queen', 'troll', 'trolling', 'overcast', 'flip', 'gainer', 'jackknife', 'snorkeling', 'vaulting', 'curvet', 'piaffe', 'battledore']"
seaplane,"['bomber', 'fighter', 'interceptor', 'kamikaze', 'airliner', 'amphibian', 'biplane', 'jet', 'monoplane', 'hydroplane', 'airbus', 'turbofan', 'fanjet', 'turbojet', 'jetliner', 'jumbojet', 'twinjet', 'turboprop', 'propjet', 'floatplane', 'plane', 'airplane', 'aeroplane', 'gyroplane', 'autogiro', 'autogyro', 'drone', 'glider', 'sailplane', 'chopper', 'whirlybird', 'helicopter', 'eggbeater', 'ornithopter', 'orthopter', 'warplane', 'skyhook']"
tank,"['panzer', 'wagon', 'tractor', 'van', 'cat', 'caterpillar', 'snowmobile', 'delimber', 'carrier', 'tram', 'tramcar', 'apc', 'car', 'bike', 'truck', 'minicab', 'doodlebug', 'forklift', 'locomotive', 'engine', 'r.v.', 'rv', 'streetcar', 'trolley', 'technical', 'dinky', 'dinkey', 'shunter', 'amphibian', 'bloodmobile', 'automobile', 'motorcar', 'machine', 'auto', '4wd', 'golfcart', 'hearse', 'motorcycle', 'snowplow', 'snowplough', 'motortruck', 'camper', 'horsecar', 'bulldozer', 'dozer', 'skidder', 'cruiser', 'carriage', 'waggon', 'cab', 'roadster', 'lorry', 'rig', 'brougham', 'scooter', 'compact', 'tub', 'boiler', 'bottle', 'bowl', 'tin', 'frigate', 'cart', 'velocipede', 'stoup', 'fishbowl', 'urn', 'cistern', 'ambulance', 'bus', 'heap', 'jalopy', 'hack', 'taxi', 'taxicab', 'convertible', 'coupe', 'electric', 'hardtop', 'hatchback', 'jeep', 'landrover', 'limousine', 'limo', 'loaner', 'minicar', 'minivan', 'racer', 'runabout', 'sedan', 'saloon', 'suv', 's.u.v.', 'subcompact', 'phaeton', 'tourer', 'motorbike', 'minibike', 'scrambler', 'dumper', 'tipper', 'dustcart', 'camion', 'pickup', 'wrecker', 'semi', 'transporter', 'tanker', 'caravan', 'angledozer', 'coach', 'tender', 'chariot', 'berlin', 'finisher', 'moped', 'bookmobile', 'caisson', 'warplane', 'warship', 'pot', 'bag', 'case', 'troopship', 'cannikin', 'beaker', 'inkstand', 'flat', 'sump', 'gondola', 'humvee', 'picket', 'steriliser', 'sterilizer', 'autoclave', 'cask', 'barrel', 'basin', 'bath', 'bathtub', 'bedpan', 'cupel', 'bucket', 'pail', 'censer', 'thurible', 'churn', 'crucible', 'drum', 'eyebath', 'eyecup', 'flagon', 'jar', 'ladle', 'ostensorium', 'monstrance', 'mortar', 'muller', 'pitcher', 'ewer', 'poacher', 'retort', 'steeper', 'vat', 'urceole', 'well', 'washpot', 'purse', 'pocketbook', 'capsule', 'envelope', 'trough', 'vessel', 'bomber', 'fighter', 'flattop', 'battleship', 'battlewagon', 'corvette', 'destroyer', 'ironclad', 'privateer', 'submersible', 'bobsleigh', 'bobsled', 'stroller', 'pusher', 'pushchair', 'perambulator', 'pram', 'wheel', 'bicycle', 'cycle', 'boneshaker', 'railcar', 'pushcart', 'handcart', 'skateboard', 'trailer', 'tricycle', 'trike', 'monocycle', 'unicycle', 'digester', 'butt', 'hogshead', 'keg', 'shook', 'tun', 'aspersorium', 'baptistery', 'baptistry', 'font', 'bidet', 'birdbath', 'laver', 'stoop', 'washbowl', 'washbasin', 'handbasin', 'lavabo', 'footbath', 'carafe', 'decanter', 'carboy', 'cruet', 'crewet', 'demijohn', 'flask', 'calabash', 'gourd', 'inkpot', 'jug', 'vial', 'ampul', 'ampoule', 'ampule', 'phial', 'jorum', 'mazer', 'kibble', 'mug', 'tankard', 'amphora', 'crock', 'cruse', 'jampot', 'jamjar', 'vase', 'dipper', 'scoop', 'creamer', 'caldron', 'cauldron', 'coffeepot', 'dixie', 'kettle', 'marmite', 'pottle', 'saucepot', 'stockpot', 'teapot', 'alembic', 'aquarium', 'gasometer', 'reservoir', 'washtub', 'inkwell', 'mailbag', 'pannier', 'skep', 'casket', 'goblet', 'boat', 'schooner', 'pack', 'packet', 'pix', 'pyx', 'interceptor', 'kamikaze', 'dreadnaught', 'dreadnought', 'pigboat', 'submarine', 'sub', 'galley', 'iceboat', 'bassinet', 'tandem', 'ordinary', 'caboose', 'handcar', 'applecart', 'wheelbarrow', 'barrow', 'forecarriage', 'equipage', 'limber', 'sulky', 'pedicab', 'bandwagon', 'conestoga', 'milkwagon', 'wain', 'firkin', 'ampulla', 'canteen', 'hipflask', 'greybeard', 'bellarmine', 'longbeard', 'lota', 'bota', 'jeroboam', 'magnum', 'nebuchadnezzar', 'clamshell', 'grapple', 'stein', 'toby', 'percolator', 'teakettle', 'samovar', 'marineland', 'ark', 'cutter', 'monoreme', 'boxcar', 'flatbed', 'flatcar', 'diner', 'nonsmoker', 'pullman', 'sleeper', 'smoker', 'teacart', 'barouche', 'buckboard', 'buggy', 'cabriolet', 'caroche', 'chaise', 'shay', 'clarence', 'drosky', 'droshky', 'gharry', 'gig', 'hackney', 'hansom', 'landau', 'stanhope', 'surrey', 'trap', 'troika', 'dogcart', 'dumpcart', 'rickshaw', 'jinrikisha', 'ricksha', 'oxcart', 'ponycart', 'dodgem', 'craft', 'rocket', 'projectile', 'skibob', 'sleigh', 'sledge', 'sled', 'steamroller', 'hoverboard', 'handbag', 'basket', 'handbasket', 'bin', 'box', 'breadbox', 'bunker', 'can', 'cannister', 'canister', 'showcase', 'vitrine', 'cassette', 'cup', 'cylinder', 'dish', 'dispenser', 'drawer', 'dumpster', 'empty', 'glass', 'mailer', 'manger', 'measure', 'mold', 'mould', 'cast', 'parcel', 'package', 'pan', 'pod', 'flowerpot', 'receptacle', 'reliquary', 'saltcellar', 'bank', 'scuttle', 'shaker', 'spoon', 'thimble', 'wastebasket', 'workbasket', 'workbag', 'workbox', 'aircraft', 'hovercraft', 'spacecraft', 'watercraft', 'missile', 'bob', 'dogsled', 'luge', 'pung', 'toboggan', 'backpack', 'haversack', 'knapsack', 'rucksack', 'packsack', 'beanbag', 'bladder', 'holdall', 'carryall', 'tote', 'gasbag', 'gamebag', 'gunnysack', 'postbag', 'nosebag', 'feedbag', 'pouch', 'ragbag', 'sachet', 'poke', 'sack', 'saddlebag', 'sandbag', 'schoolbag', 'sickbag', 'skin', 'tuckerbag', 'clutch', 'etui', 'reticule', 'breadbasket', 'creel', 'frail', 'hamper', 'punnet', 'wastebin', 'dustbin', 'ashbin', 'ashcan', 'coalhole', 'coalbin', 'crib', 'litterbin', 'bandbox', 'carton', 'chest', 'coffin', 'crate', 'hod', 'mailbox', 'matchbox', 'paintbox', 'playbox', 'pyxis', 'shoebox', 'snuffbox', 'strongbox', 'deedbox', 'tinderbox', 'caddy', 'oilcan', 'paintball', 'luggage', 'baggage', 'briefcase', 'cardcase', 'kit', 'locket', 'pillbox', 'portfolio', 'quiver', 'shoe', 'sleeve', 'notecase', 'billfold', 'wallet', 'audiocassette', 'videocassette', 'chalice', 'kylix', 'cylix', 'scyphus', 'teacup', 'casserole', 'coquille', 'sauceboat', 'ramequin', 'ramekin', 'aerosol', 'nebuliser', 'nebulizer', 'spray', 'sprayer', 'atomiser', 'atomizer', 'inhalator', 'inhaler', 'bumper', 'rummer', 'seidel', 'jigger', 'pony', 'snifter', 'tumbler', 'wineglass', 'airmailer', 'bunk', 'form', 'matrix', 'pig', 'sandbox', 'bundle', 'sheaf', 'dishpan', 'pannikin', 'planter', 'ashtray', 'hive', 'beehive', 'catchall', 'potty', 'chamberpot', 'dustpan', 'garbage', 'hopper', 'ossuary', 'plate', 'socket', 'cuspidor', 'spittoon', 'tidy', 'tray', 'caster', 'castor', 'saltshaker', 'soupspoon', 'tablespoon', 'teaspoon', 'bogy', 'bogey', 'bogie', 'lander', 'lem', 'starship', 'spaceship', 'bareboat', 'merrimac', 'monitor', 'ship', 'shrimper', 'yacht', 'sidewinder', 'kitbag', 'duffel', 'duffle', 'moneybag', 'seabag', 'pocket', 'sporran', 'waterskin', 'wineskin', 'voider', 'corncrib', 'sixpack', 'coffer', 'toolbox', 'bier', 'sarcophagus', 'soapbox', 'till', 'cashbox', 'safe', 'lockbox', 'grip', 'suitcase', 'hatbox', 'imperial', 'satchel', 'trunk', 'attache', 'grail', 'sangraal', 'demitasse', 'porringer', 'cocotte', 'argyle', 'argyll', 'tureen', 'airbrush', 'flute', 'bale', 'faggot', 'fagot', 'swag', 'deck', 'cheeseboard', 'icetray', 'salver', 'turntable', 'cradle', 'rocker', 'constitution', 'nautilus', 'plane', 'airplane', 'aeroplane', 'gyroplane', 'autogiro', 'autogyro', 'drone', 'glider', 'sailplane', 'chopper', 'whirlybird', 'helicopter', 'eggbeater', 'ornithopter', 'orthopter', 'airship', 'dirigible', 'balloon', 'flatboat', 'lighter', 'barge', 'hoy', 'bumboat', 'narrowboat', 'catamaran', 'ferryboat', 'ferry', 'fireboat', 'gunboat', 'junk', 'longboat', 'lugger', 'mackinaw', 'mailboat', 'powerboat', 'motorboat', 'punt', 'scow', 'steamboat', 'surfboat', 'pinnace', 'towboat', 'tug', 'tugboat', 'tower', 'trawler', 'dragger', 'trireme', 'bark', 'barque', 'brig', 'brigantine', 'clipper', 'dhow', 'felucca', 'galleon', 'indiaman', 'ketch', 'rigger', 'sailboat', 'sloop', 'smack', 'windjammer', 'yawl', 'dandy', 'crayer', 'derelict', 'bounty', 'flagship', 'hulk', 'icebreaker', 'lightship', 'mayflower', 'minelayer', 'minesweeper', 'pirate', 'shipwreck', 'steamer', 'steamship', 'whaler', 'wreck', 'longship', 'icbm', 'abm', 'exocet', 'sam', 'stinger', 'dewar', 'thermos', 'cesspool', 'cesspit', 'sink', 'register', 'carpetbag', 'gripsack', 'overnighter', 'portmanteau', 'gladstone', 'weekender', 'footlocker', 'locker', 'dime']"
shower,"['bath', 'mikvah', 'washup', 'bathing', 'lavatory', 'katharsis', 'catharsis', 'fountain', 'fount', 'sink', 'stool', 'pot', 'toilet', 'crapper', 'throne', 'can', 'potty', 'commode', 'urinal', 'tap', 'hydrant', 'ablution', 'dishwashing', 'rinse', 'soak', 'soaking', 'laundering', 'disinfestation', 'scrub', 'scrubbing', 'scouring', 'sweeping', 'purging', 'purge', 'purification', 'sterilization', 'sterilisation', 'sanitation', 'sanitization', 'sanitisation', 'depilation', 'epilation', 'housecleaning', 'washstand', 'washbowl', 'washbasin', 'basin', 'mopping', 'swabbing', 'abreaction', 'purgation', 'pasteurization', 'pasteurisation', 'shaving', 'shave', 'electrolysis', 'tonsure']"
diabetes,"['dm', 'lipochondrodystrophy', 'gargoylism', 'neurofibromatosis', 'iddm', 'niddm', 'achondroplasty', 'achondroplasia', 'chondrodystrophy', 'abetalipoproteinemia', 'mucopolysaccharidosis', 'hyperbetalipoproteinemia', 'ichthyosis', 'dystrophy', 'oligodactyly', 'oligodontia', 'otosclerosis', 'osteopetrosis', 'pachyderma', 'nanism', 'dwarfism', 'porphyria', 'scid', 'mucoviscidosis', 'cf', 'thalassemia', 'thalassaemia', 'galactosemia', 'lysinemia', 'phenylketonuria', 'pku', 'xerodermia', 'xeroderma', 'thrombasthenia', 'tyrosinemia', 'pycnodysostosis']"
algebra,"['arithmetic', 'geometry', 'trig', 'trigonometry', 'calculus', 'topology', 'metamathematics', 'algorism', 'triangulation', 'quadratics', 'analysis', 'decomposition', 'statistics', 'correlation', 'biostatistics', 'biometrics', 'biometry']"
racing,"['hockey', 'hunt', 'hunting', 'battue', 'beagling', 'coursing', 'ducking', 'foxhunt', 'pigsticking', 'play', 'football', 'cast', 'funambulism', 'gymnastics', 'skiing', 'aquatics', 'row', 'rowing', 'archery', 'sledding', 'skating', 'riding', 'equitation', 'cycling', 'judo', 'parkour', 'caper', 'joke', 'prank', 'game', 'nightlife', 'pursuit', 'pugilism', 'boxing', 'fisticuffs', 'rassling', 'wrestling', 'grappling', 'sportfishing', 'fishing', 'tumbling', 'acrobatics', 'track', 'running', 'jumping', 'swimming', 'swim', 'surfriding', 'surfboarding', 'surfing', 'crab', 'sculling', 'tobogganing', 'bobsledding', 'skateboarding', 'bicycling', 'motorcycling', 'tauromachy', 'bullfighting', 'cockfighting', 'tetherball', 'infighting', 'fight', 'spar', 'sparring', 'sumo', 'rugby', 'rugger', 'soccer', 'angling', 'casting', 'bathe', 'dip', 'plunge', 'dive', 'diving', 'natation', 'floating', 'luging', 'rollerblading', 'dressage', 'showjumping', 'golf', 'croquet', 'paintball', 'quoits', 'horseshoes', 'shovelboard', 'shuffleboard', 'handball', 'racquetball', 'fives', 'squash', 'volleyball', 'pelota', 'badminton', 'basketball', 'hoops', 'netball', 'tennis', 'pallone', 'carnival', 'bacchanalia', 'saturnalia', 'demonstration', 'flip', 'singles', 'doubles', 'rhumba', 'rumba', 'trick', 'antic', 'bathing', 'celebration', 'festivity', 'dance', 'saltation', 'dancing', 'terpsichore', 'amusement', 'entertainment', 'lark', 'escapade', 'escape', 'escapism', 'eurythmics', 'eurhythmy', 'eurythmy', 'eurhythmics', 'fun', 'playfulness', 'merriment', 'gaming', 'gambling', 'jest', 'jocularity', 'interest', 'pastime', 'romp', 'frolic', 'gambol', 'sport', 'athletics', 'agon', 'conviviality', 'jollification', 'merrymaking', 'feria', 'festival', 'fete', 'blowout', 'gala', 'jamboree', 'adagio', 'courante', 'nauch', 'nautch', 'pavan', 'pavane', 'phrase', 'saraband', 'skank', 'hoofing', 'choreography', 'variation', 'duet', 'mambo', 'dab', 'dabbing', 'kagura', 'distraction', 'beguilement', 'edutainment', 'extravaganza', 'militainment', 'show', 'sexcapade', 'wager', 'bet', 'throw', 'retrogaming', 'catch', 'pinball', 'waggery', 'drollery', 'pleasantry', 'sideline', 'hobby', 'avocation', 'house', 'doctor', 'fireman', 'flirt', 'flirtation', 'toying', 'coquetry', 'flirting', 'dalliance', 'craziness', 'folly', 'lunacy', 'indulgence', 'foolery', 'tomfoolery', 'horseplay', 'teasing', 'hotfoot', 'rag', 'jinks', 'hijinks', 'revelry', 'revel', 'dionysia', 'eisteddfod', 'kwanza', 'kwanzaa', 'oktoberfest', 'sheepshearing', 'ballet', 'bolero', 'cakewalk', 'cancan', 'jitterbug', 'lindy', 'fandango', 'flamenco', 'gavotte', 'habanera', 'shag', 'shimmy', 'stomp', 'tarantella', 'tarantelle', 'twist', 'pyrrhic', 'mikagura', 'fair', 'funfair', 'horseshow', 'circus', 'cabaret', 'floorshow', 'intermezzo', ""entr'acte"", 'interlude', 'display', 'exhibit', 'showing', 'presentation', 'presentment', 'sideshow', 'perfecta', 'exacta', 'parimutuel', 'parlay', 'superfecta', 'fantan', 'drawing', 'lottery', 'craps', 'roulette', 'roll', 'toss', 'pachinko', 'charades', 'spelaeology', 'speleology', 'mishegoss', 'mishegaas', 'meshugaas', 'frivolity', 'clowning', 'japery', 'harlequinade', 'buffoonery', 'troll', 'trolling', 'overcast', 'gainer', 'jackknife', 'snorkeling', 'vaulting', 'curvet', 'piaffe', 'round', 'hurling', 'ballgame', 'cricket', 'lacrosse', 'polo', 'pushball', 'battledore', 'bust', 'tear', 'bout', 'binge', 'bender', 'toot', 'carouse', 'carousal', 'riot', 'bacchanal', 'orgy', 'debauch', 'debauchery', 'whoopee', 'clog', 'strip', 'striptease', 'beguine', 'carioca', 'foxtrot', 'charleston', 'conga', 'cotillion', 'cotilion', 'minuet', 'quickstep', 'samba', 'tango', 'waltz', 'valse', 'farandole', 'mazurka', 'polka', 'hornpipe', 'jig', 'contradance', 'contredanse', 'hula', 'parade', 'exhibition', 'exposure', 'performance', 'counterdemonstration', 'tombola', 'numbers', 'raffle', 'sweepstakes', 'crapshoot', 'natural', 'shtik', 'shtick', 'schtik', 'schtick']"
spaghetti,"['cannelloni', 'lasagne', 'lasagna', 'fondu', 'fondue', 'broth', 'pottage', 'burgoo', 'adobo', 'entremets', 'special', 'casserole', 'soup', 'stew', 'paella', 'viand', 'mousse', 'pudding', 'custard', 'turnover', 'timbale', 'barbeque', 'barbecue', 'biryani', 'biriani', 'saute', 'cake', 'patty', 'salad', 'curry', 'applesauce', 'omelette', 'omelet', 'souffle', 'spareribs', 'bitok', 'pasta', 'tetrazzini', 'chili', 'coquille', 'croquette', 'rissole', 'dolmas', 'enchilada', 'falafel', 'felafel', 'frittata', 'galantine', 'haggis', 'hash', 'jambalaya', 'kebab', 'kabob', 'kedgeree', 'lutefisk', 'lutfisk', 'macedoine', 'meatball', 'meatloaf', 'moussaka', 'pilaw', 'pilaff', 'pilaf', 'pilau', 'pizza', 'poi', 'porridge', 'potpie', 'rijstaffel', 'rijsttaffel', 'rijstafel', 'risotto', 'roulade', 'sauerbraten', 'sauerkraut', 'scallopine', 'scallopini', 'scampi', 'scrapple', 'kishke', 'succotash', 'sukiyaki', 'sashimi', 'sushi', 'tamale', 'tamal', 'tempura', 'teriyaki', 'terrine', 'rarebit', 'schnitzel', 'taco', 'burrito', 'tostada', 'couscous', 'ramequin', 'ramekin', 'mold', 'mould', 'poutine', 'raita', 'consomme', 'bisque', 'borsch', 'borshch', 'borscht', 'bortsch', 'borsh', 'borsht', 'stock', 'gazpacho', 'gumbo', 'julienne', 'marmite', 'mulligatawny', 'minestrone', 'potage', 'chowder', 'wonton', 'vichyssoise', 'bigos', 'mulligan', 'poilu', 'purloo', 'gulyas', 'goulash', 'hotchpotch', 'hotpot', 'lobscouse', 'scouse', 'lobscuse', 'fricassee', 'ragout', 'ratatouille', 'slumgullion', 'knish', 'pirogi', 'pirozhki', 'piroshki', 'samosa', 'sandwich', 'chip', 'crisp', 'salmagundi', 'slaw', 'coleslaw', 'tabooli', 'tabbouleh', 'souvlaki', 'souvlakia', 'porcupines', 'gruel', 'oatmeal', 'quesadilla', 'madrilene', 'bouillon', 'liquor', 'porkholt', 'bouillabaisse', 'matelote', 'salmi', 'butty', 'burger', 'hamburger', 'beefburger', 'tunaburger', 'hotdog', 'hero', 'wedge', 'bomber', 'torpedo', 'submarine', 'grinder', 'sub', 'hoagy', 'hoagie', 'zep', 'gyro', 'blt', 'reuben', 'western', 'wrap', 'jook', 'congee', 'skilly', 'loblolly', 'cheeseburger', 'nacho']"
robin,"['snowbird', 'redwing', 'blackbird', 'chat', 'redstart', 'bluebird', 'lark', 'whitethroat', 'throstle', 'mavis', 'fieldfare', 'ousel', 'merl', 'merle', 'ouzel', 'veery', 'nightingale', 'solitaire', 'redtail', 'wheatear', 'redbreast', 'bluethroat', 'honeycreeper', 'oriole', 'catbird', 'nutcracker', 'bulbul', 'stonechat', 'whinchat', 'goldfinch', 'linnet', 'redpoll', 'yellowbird', 'redbird', 'ricebird', 'reedbird', 'butcherbird', 'firebird', 'blackcap', 'grackle', 'songster', 'songbird', 'honeysucker', 'accentor', 'wagtail', 'titlark', 'pipit', 'finch', 'weaverbird', 'weaver', 'flycatcher', 'thrush', 'warbler', 'babbler', 'cackler', 'starling', 'mocker', 'mockingbird', 'thrasher', 'creeper', 'nuthatch', 'tit', 'titmouse', 'swallow', 'tanager', 'shrike', 'bowerbird', 'dipper', 'vireo', 'waxwing', 'sparrow', 'dunnock', 'skylark', 'chaffinch', 'brambling', 'lintwhite', 'siskin', 'canary', 'serin', 'crossbill', 'bullfinch', 'junco', 'bunting', 'grossbeak', 'grosbeak', 'cardinal', 'pyrrhuloxia', 'towhee', 'baya', 'whydah', 'whidah', 'amadavat', 'avadavat', 'grassfinch', 'thickhead', 'whistler', 'gnatcatcher', 'kinglet', 'riflebird', 'meadowlark', 'cazique', 'cacique', 'bobolink', 'minah', 'myna', 'mynah', 'mina', 'crow', 'raven', 'rook', 'jackdaw', 'daw', 'chough', 'jay', 'magpie', 'currawong', 'tichodrome', 'chickadee', 'tomtit', 'bushtit', 'verdin', 'martin', 'cedarbird', 'ortolan', 'yellowhammer', 'snowflake', 'hawfinch', 'cheewink', 'chewink', 'mamo', 'goldcrest', 'tailorbird', 'blackburn', 'blackpoll', 'ovenbird', 'yellowthroat', 'hangbird', 'cowbird', 'jaybird']"
perseverance,"['replication', 'ritual', 'prolongation', 'protraction', 'perpetuation', 'lengthening', 'repetition', 'repeating', 'perseveration', 'persistence', 'abidance', 'pursuance', 'prosecution', 'survival', 'echolalia', 'iteration', 'redundancy', 'reduplication', 'reiteration', 'copying', 'replay', 'renewal', 'custom', 'usage', 'usance', 'hangover', 'holdover', 'duplication', 'gemination', 'reproduction', 'imitation', 'americanism', 'anglicism', 'britishism', 'consuetude', 'couvade', 'germanism', 'habit', 'use', 'hijab', 'rite', 'scanning', 'echo', 'emulation', 'mimicry', 'byronism', 'cleanliness', 'betrothal', 'espousal', 'marriage', 'wedding']"
