word,cohyponyms
midge,"['punkie', 'punkey', 'punky', 'psychodid', 'sandfly', 'blackfly', 'gnat', 'horsefly', 'gallfly', 'fly', 'hippoboscid', 'mosquito', 'sciarid', 'sciara', 'housefly', 'glossina', 'tzetze', 'tsetse', 'blowfly', 'gadfly', 'medfly', 'drosophila', 'anopheline', 'armyworm', 'bluebottle', 'greenbottle', 'botfly', 'clegg', 'cleg']"
floret,"['spike', 'floweret', 'inflorescence', 'bud', 'chrysanthemum', 'sorus', 'catkin', 'ament', 'umbel', 'corymb', 'cyme', 'rosebud', 'seed', 'quandong', 'olive', 'berry', 'raceme', 'thyrsus', 'thyrse', 'cymule', 'glomerule', 'apple', 'peach', 'plum', 'cherry', 'mammee', 'elderberry', 'jujube', 'medlar', 'pear', 'quince', 'crabapple', 'blackberry', 'raspberry', 'damson', 'greengage', 'sloe', 'capulin', 'bosc', 'anjou', 'bartlett', 'seckel', 'algarroba', 'agamete', 'fructification', 'gleba', 'hymenium', 'sporocarp', 'bloom', 'blossom', 'flower', 'stamen', 'anther', 'pistil', 'style', 'stigma', 'ovary', 'ovule', 'placenta', 'placentation', 'episperm', 'testa', 'endosperm', 'gemma', 'strobilus', 'strobile', 'cone', 'basidium', 'antheridium', 'sporangium', 'ascus', 'sporophore', 'gametangium', 'gametoecium', 'gametophore', 'fruit', 'spore', 'pistillode', 'carpel', 'stylopodium', 'cornsilk', 'galbulus', 'pinecone', 'promycelium', 'macrosporangium', 'megasporangium', 'microsporangium', 'eusporangium', 'leptosporangium', 'tetrasporangium', 'gynoecium', 'androecium', 'antheridiophore', 'achene', 'gourd', 'acorn', 'rosehip', 'hip', 'marasca', 'hagberry', 'chokecherry', 'rowanberry', 'ear', 'capitulum', 'fruitlet', 'syncarp', 'drupe', 'pome', 'seedpod', 'pod', 'pyxidium', 'pyxis', 'pseudocarp', 'cubeb', 'schizocarp', 'basidiospore', 'endospore', 'carpospore', 'chlamydospore', 'conidiospore', 'conidium', 'oospore', 'tetraspore', 'zoospore', 'pollen', 'microspore', 'megaspore', 'macrospore', 'aeciospore', 'ascospore', 'zygospore', 'mericarp', 'freestone', 'cling', 'clingstone', 'windfall', 'lanseh', 'lansa', 'lansat', 'lanset', 'carambola', 'monstera', 'ceriman', 'citrus', 'tangelo', 'ugli', 'apricot', 'nectarine', 'pitahaya', 'fig', 'pineapple', 'ananas', 'banana', 'breadfruit', 'jackfruit', 'jack', 'jak', 'canistel', 'eggfruit', 'melon', 'icaco', 'grape', 'papaw', 'pawpaw', 'papaya', 'kitembilla', 'ketembilla', 'kitambilla', 'akee', 'ackee', 'durian', 'feijoa', 'genip', 'genipap', 'kiwi', 'loquat', 'mangosteen', 'mango', 'sapodilla', 'sapota', 'sapote', 'tamarind', 'tamarindo', 'avocado', 'aguacate', 'date', 'guava', 'mombin', 'jaboticaba', 'litchi', 'lichee', 'leechee', 'lichi', 'lychee', 'litchee', 'longanberry', 'mamey', 'marang', 'plumcot', 'pomegranate', 'garambulla', 'quandang', 'quantong', 'rambotan', 'rambutan', 'pulassan', 'pulasan', 'sorb', 'korlan', 'kiwano', 'langsat', 'key', 'samara', 'calabash', 'mealie', 'coffee', 'pip', 'oilseed', 'grain', 'caryopsis', 'buckeye', 'conker', 'bean', 'nut', 'baneberry', 'bacca', 'syconium', 'almond', 'drupelet', 'legume', 'peanut', 'okra', 'cowage', 'loment', 'panicle', 'teliospore', 'pollinium', 'whortleberry', 'bilberry', 'huckleberry', 'blueberry', 'teaberry', 'checkerberry', 'spiceberry', 'boxberry', 'wintergreen', 'cowberry', 'lingonberry', 'currant', 'boysenberry', 'dewberry', 'loganberry', 'serviceberry', 'juneberry', 'saskatoon', 'shadberry', 'strawberry', 'sugarberry', 'hackberry', 'persimmon', 'acerola', 'mulberry', 'orange', 'mandarin', 'kumquat', 'lemon', 'lime', 'grapefruit', 'pomelo', 'shaddock', 'citrange', 'citron', 'calamondin', 'prune', 'raisin', 'granadilla', 'muskmelon', 'watermelon', 'muscadine', 'cherimoya', 'cherimolla', 'soursop', 'guanabana', 'sweetsop', 'annon', 'ilama', 'cumin', 'cottonseed', 'candlenut', 'rapeseed', 'linseed', 'flaxseed', 'amaranth', 'barleycorn', 'kernel', 'rye', 'algarrobilla', 'algarobilla', 'carob', 'soy', 'soybean', 'horsebean', 'moong', 'monggo', 'munggo', 'mung', 'mast', 'nutlet', 'acinus', 'chickpea', 'garbanzo', 'lentil', 'pea', 'cowpea']"
swordtail,"['topminnow', 'killifish', 'helleri', 'guppy', 'mummichog', 'mayfish', 'rivulus', 'flagfish', 'loach', 'cyprinid', 'catostomid', 'cyprinodont', 'poeciliid', 'characid', 'characin', 'carp', 'tench', 'dace', 'chub', 'shiner', 'roach', 'rudd', 'minnow', 'gudgeon', 'goldfish', 'sucker', 'mosquitofish', 'platy', 'mollie', 'molly', 'tetra', 'piranha', 'pirana', 'caribe', 'silversides', 'silverfish', 'buffalofish', 'redhorse']"
corvette,"['frigate', 'carrier', 'flattop', 'battleship', 'battlewagon', 'cruiser', 'destroyer', 'ironclad', 'privateer', 'submersible', 'dreadnaught', 'dreadnought', 'pigboat', 'submarine', 'sub', 'constitution', 'nautilus', 'troopship', 'warship', 'derelict', 'bounty', 'flagship', 'hulk', 'icebreaker', 'iceboat', 'lightship', 'mayflower', 'minelayer', 'minesweeper', 'pirate', 'shipwreck', 'steamer', 'steamship', 'tender', 'whaler', 'wreck', 'longship', 'caisson', 'humvee', 'picket', 'tank', 'technical', 'warplane', 'freighter', 'merchantman', 'bottom', 'cattleship', 'containership', 'oiler', 'tanker', 'liner', 'corsair', 'tramp', 'drekkar', 'panzer', 'bomber', 'fighter', 'supertanker', 'sternwheeler', 'interceptor', 'kamikaze']"
spoonbill,"['jabiru', 'seriema', 'broadbill', 'stilt', 'jacksnipe', 'trumpeter', 'whooper', 'greyback', 'grayback', 'stork', 'shoebill', 'shoebird', 'ibis', 'flamingo', 'heron', 'crane', 'courlan', 'limpkin', 'chunga', 'rail', 'bustard', 'hemipode', 'ortygan', 'shorebird', 'adjutant', 'marabou', 'marabout', 'openbill', 'saddlebill', 'flinthead', 'egret', 'boatbill', 'bittern', 'weka', 'crake', 'notornis', 'takahe', 'coot', 'plover', 'sandpiper', 'surfbird', 'woodcock', 'snipe', 'curlew', 'godwit', 'stiltbird', 'longlegs', 'avocet', 'oystercatcher', 'phalarope', 'pratincole', 'glareole', 'courser', 'corncrake', 'kildeer', 'killdeer', 'dotrel', 'dotterel', 'lapwing', 'peewit', 'pewit', 'turnstone', 'stint', 'dunlin', 'greenshank', 'redshank', 'yellowlegs', 'knot', 'sanderling', 'ruff', 'tattler', 'dowitcher', 'kaki', 'waterfowl', 'waterbird', 'swan', 'wader', 'swamphen', 'gallinule', 'seabird', 'seafowl', 'screamer', 'coscoroba', 'cob', 'pen', 'cygnet', 'moorhen', 'auk', 'puffin', 'duck', 'goose', 'larid', 'skimmer', 'jaeger', 'auklet', 'razorbill', 'dovekie', 'guillemot', 'diver', 'loon', 'grebe', 'pelican', 'gannet', 'cormorant', 'anhinga', 'darter', 'snakebird', 'tropicbird', 'penguin', 'albatross', 'mollymawk', 'petrel', 'reeve', 'willet', 'drake', 'duckling', 'dabbler', 'mallard', 'teal', 'widgeon', 'wigeon', 'shoveller', 'shoveler', 'pintail', 'sheldrake', 'dipper', 'bufflehead', 'butterball', 'goldeneye', 'whistler', 'canvasback', 'pochard', 'redhead', 'bluebill', 'scaup', 'gosling', 'gander', 'graylag', 'greylag', 'brent', 'brant', 'honker', 'barnacle', 'chaja', 'gull', 'seagull', 'tern', 'bonxie', 'skua', 'murre', 'dabchick', 'solan', 'booby', 'adelie', 'gooney', 'goony', 'goonie', 'fulmar', 'shearwater']"
shearwater,"['fulmar', 'albatross', 'mollymawk', 'petrel', 'gooney', 'goony', 'goonie']"
longan,"['guava', 'pawpaw', 'crabapple', 'avocado', 'durion', 'durian', 'pitanga', 'jambosa', 'jaboticaba', 'pomegranate', 'mangosteen', 'mammee', 'mamey', 'papaya', 'papaia', 'mulberry', 'breadfruit', 'jackfruit', 'marang', 'icaco', 'quince', 'loquat', 'medlar', 'plum', 'plumcot', 'apricot', 'cherry', 'peach', 'nectarine', 'pear', 'genipa', 'carambola', 'bilimbi', 'citrus', 'dika', 'akee', 'lungen', 'longanberry', 'litchi', 'lichee', 'mamoncillo', 'genip', 'ginep', 'rambotan', 'rambutan', 'pulassan', 'pulasan', 'mango', 'jocote', 'mombin', 'persimmon', 'caimito', 'sapodilla', 'canistel', 'titi', 'cherimoya', 'ilama', 'soursop', 'sweetsop', 'papaw', 'olive', 'apple', 'bullace', 'myrobalan', 'mei', 'capulin', 'chokecherry', 'almond', 'jagua', 'orange', 'pummelo', 'pomelo', 'shaddock', 'citron', 'grapefruit', 'mandarin', 'tangelo', 'lemanderin', 'rangpur', 'lemon', 'lime', 'citrange', 'cumquat', 'kumquat', 'kaki', 'possumwood', 'sloe', 'islay', 'oxheart', 'gean', 'mazzard', 'amarelle', 'morello', 'marasca', 'fuji', 'bigarade', 'bergamot', 'tangor', 'tangerine', 'clementine', 'satsuma', 'marumi', 'nagami', 'laurel', 'magnolia', 'manglietia', 'bocconia', 'baobab', 'kapok', 'balsa', 'sterculia', 'booyong', 'cacao', 'sourwood', 'ironwood', 'myrtle', 'mangrove', 'dillenia', 'trumpetwood', 'imbauba', 'flamboyant', 'redbud', 'ailanthus', 'poplar', 'maple', 'holly', 'terebinth', 'buckeye', 'satinleaf', 'caimitillo', 'princewood', 'salmwood', 'cypre', 'candlenut', 'tung', 'dogwood', 'cornel', 'bay', 'cinnamon', 'cassia', 'sassafras', 'pepperwood', 'elkwood', 'kalumpang', 'rowan', 'tacamahac', 'hackmatack', 'abele', 'cottonwood', 'aspen', 'moosewood', 'sycamore', 'bearberry', 'winterberry', 'inkberry', 'gallberry', 'mate', 'redbrush', 'pedwood', 'crackerberry', 'bunchberry', 'kola', 'macadamia', 'hazel', 'hazelnut', 'walnut', 'hickory', 'pecan', 'cashew', 'pistachio', 'nutmeg', 'allspice', 'clove', 'cobnut', 'filbert', 'butternut', 'pignut', 'bitternut', 'shellbark', 'shagbark', 'mockernut']"
grosbeak,"['snowbird', 'goldfinch', 'linnet', 'redpoll', 'whitethroat', 'yellowbird', 'redbird', 'honeycreeper', 'lark', 'chaffinch', 'brambling', 'lintwhite', 'siskin', 'canary', 'serin', 'crossbill', 'bullfinch', 'junco', 'bunting', 'grossbeak', 'cardinal', 'pyrrhuloxia', 'towhee', 'oriole', 'catbird', 'nutcracker', 'bluebird', 'ortolan', 'yellowhammer', 'snowflake', 'hawfinch', 'cheewink', 'chewink', 'mamo', 'ricebird', 'redwing', 'blackbird', 'robin', 'chat', 'redstart', 'reedbird', 'butcherbird', 'firebird', 'blackcap', 'grackle', 'songster', 'songbird', 'honeysucker', 'accentor', 'wagtail', 'titlark', 'pipit', 'finch', 'weaverbird', 'weaver', 'flycatcher', 'thrush', 'warbler', 'babbler', 'cackler', 'starling', 'mocker', 'mockingbird', 'thrasher', 'creeper', 'nuthatch', 'tit', 'titmouse', 'swallow', 'tanager', 'shrike', 'bowerbird', 'dipper', 'vireo', 'waxwing', 'sparrow', 'dunnock', 'skylark', 'baya', 'whydah', 'whidah', 'amadavat', 'avadavat', 'grassfinch', 'thickhead', 'whistler', 'throstle', 'mavis', 'fieldfare', 'ousel', 'merl', 'merle', 'ouzel', 'veery', 'nightingale', 'solitaire', 'redtail', 'wheatear', 'redbreast', 'bluethroat', 'gnatcatcher', 'kinglet', 'riflebird', 'meadowlark', 'cazique', 'cacique', 'bobolink', 'minah', 'myna', 'mynah', 'mina', 'crow', 'raven', 'rook', 'jackdaw', 'daw', 'chough', 'jay', 'magpie', 'currawong', 'tichodrome', 'chickadee', 'tomtit', 'bushtit', 'verdin', 'martin', 'cedarbird', 'bulbul', 'stonechat', 'whinchat', 'goldcrest', 'tailorbird', 'blackburn', 'blackpoll', 'ovenbird', 'yellowthroat', 'hangbird', 'cowbird', 'jaybird']"
commelina,"['sandwort', 'helleborine', 'strawflower', 'coneflower', 'catchfly', 'wallflower', 'stock', 'gillyflower', 'ageratum', 'cornflower', 'cudweed', 'maravilla', 'twayblade', 'bloomer', 'paeony', 'peony', 'pilewort', 'windflower', 'anemone', 'aquilege', 'columbine', 'aquilegia', 'delphinium', 'nigella', 'spathiphyllum', 'calla', 'pink', 'lychnis', 'soapwort', 'silene', 'campion', 'cowherb', 'umbrellawort', 'portulaca', 'heliophila', 'candytuft', 'schizopetalon', 'poppy', 'corydalis', 'composite', 'ammobium', 'aster', 'daisy', 'calendula', 'catananche', 'bluebottle', 'chrysanthemum', 'mistflower', 'cosmea', 'cosmos', 'dahlia', 'filago', 'gazania', 'sunflower', 'helianthus', 'tidytips', 'marguerite', 'cineraria', 'marigold', 'pyrethrum', 'tithonia', 'ursinia', 'xeranthemum', 'zinnia', 'bartonia', 'orchid', 'cyclamen', 'sowbread', 'shortia', 'centaury', 'gentian', 'begonia', 'wandflower', 'bellwort', 'tuberose', 'scabious', 'scabiosa', 'achimenes', 'streptocarpus', 'scorpionweed', 'phacelia', 'snapdragon', 'calceolaria', 'slipperwort', 'gerardia', 'toadflax', 'veronica', 'speedwell', 'browallia', 'petunia', 'schizanthus', 'verbena', 'vervain', 'valerian', 'thimbleweed', 'snowdrop', 'honeysuckle', 'larkspur', 'longroot', 'carnation', 'swallowwort', 'celandine', 'bocconia', 'creamcups', 'everlasting', 'mayweed', 'tansy', 'crownbeard', 'goldilocks', 'ruddles', 'mum', 'mirasol', 'girasol', 'orchis', 'aerides', 'angrecum', 'puttyroot', 'arethusa', 'bletia', 'brassavola', 'caladenia', 'calanthe', 'calypso', 'cattleya', 'coelogyne', 'helmetflower', 'swanflower', 'swanneck', 'cymbid', 'cymbidium', 'cypripedia', 'dendrobium', 'disa', 'epidendron', 'tongueflower', 'laelia', 'liparis', 'masdevallia', 'maxillaria', 'odontoglossum', 'oncidium', 'phaius', 'pleurothallis', 'pogonia', 'greenhood', 'sobralia', 'stanhopea', 'stelis', 'vanda', 'vanilla', 'rosita', 'gentianella', 'agueweed', 'felwort', 'whitlavia', 'fiddleneck', 'gypsyweed', 'oxeye', 'rosinweed', 'cottonweed', 'rhodanthe', 'immortelle', 'wingstem', 'gravelweed', 'frostweed', 'hortensia', 'nerveroot', 'chatterbox', 'angiocarp', 'dicot', 'magnoliopsid', 'dicotyledon', 'exogen', 'liliopsid', 'endogen', 'monocot', 'monocotyledon', 'flower', 'wildflower', 'madderwort', 'jiqui', 'acerola', 'cyrilliaceae', 'pasqueflower', 'redmaids', 'bitterroot', 'flameflower', 'brittlebush', 'incienso', 'sunray', 'engelmannia', 'fleabane', 'gaillardia', 'goldenbush', 'heliopsis', 'goldfields', 'hawkbit', 'edelweiss', 'snakeroot', 'gayfeather', 'butterweed', 'ragwort', 'goldenrod', 'goatsbeard', 'waxflower', 'pinesap', 'bluebell', 'innocense', 'munjeet', 'madder', 'snowball', 'silverrod', 'chafeweed']"
skateboard,"['tank', 'carriage', 'wagon', 'scooter', 'bike', 'car', 'cart', 'velocipede', 'coach', 'van', 'truck', 'chariot', 'tram', 'tramcar', 'waggon', 'tender', 'rig', 'tractor', 'lorry', 'roadster', 'cab', 'carrier', 'flat', 'gondola', 'doodlebug', 'panzer', 'stroller', 'pusher', 'pushchair', 'perambulator', 'pram', 'wheel', 'bicycle', 'cycle', 'boneshaker', 'railcar', 'pushcart', 'handcart', 'trailer', 'tricycle', 'trike', 'monocycle', 'unicycle', 'bassinet', 'tandem', 'ordinary', 'caboose', 'handcar', 'applecart', 'wheelbarrow', 'barrow', 'forecarriage', 'equipage', 'limber', 'sulky', 'forklift', 'locomotive', 'engine', 'r.v.', 'rv', 'streetcar', 'trolley', 'pedicab', 'bandwagon', 'conestoga', 'milkwagon', 'wain', 'boxcar', 'flatbed', 'flatcar', 'diner', 'nonsmoker', 'pullman', 'sleeper', 'smoker', 'teacart', 'barouche', 'brougham', 'buckboard', 'buggy', 'cabriolet', 'caroche', 'chaise', 'shay', 'clarence', 'drosky', 'droshky', 'gharry', 'gig', 'hackney', 'hansom', 'landau', 'stanhope', 'surrey', 'trap', 'troika', 'apc', 'dinky', 'dinkey', 'shunter', 'amphibian', 'bloodmobile', 'automobile', 'motorcar', 'machine', 'auto', '4wd', 'golfcart', 'hearse', 'motorcycle', 'snowplow', 'snowplough', 'motortruck', 'camper', 'horsecar', 'cat', 'caterpillar', 'snowmobile', 'delimber', 'bulldozer', 'dozer', 'skidder', 'dogcart', 'dumpcart', 'rickshaw', 'jinrikisha', 'ricksha', 'oxcart', 'ponycart', 'camion', 'bag', 'bowl', 'tin', 'case', 'compact', 'cruiser', 'purse', 'pocketbook', 'capsule', 'envelope', 'trough', 'pot', 'vessel', 'sideboard', 'caisson', 'warplane', 'warship', 'bobsleigh', 'bobsled', 'mailbag', 'pannier', 'skep', 'casket', 'cannikin', 'beaker', 'goblet', 'boat', 'schooner', 'pack', 'packet', 'pix', 'pyx', 'tub', 'boiler', 'bottle', 'galley', 'iceboat', 'troopship', 'frigate', 'ark', 'inkstand', 'stoup', 'fishbowl', 'urn', 'cistern', 'stockcar', 'stage', 'stagecoach', 'remise', 'ambulance', 'bus', 'heap', 'jalopy', 'hack', 'taxi', 'taxicab', 'convertible', 'coupe', 'electric', 'hardtop', 'hatchback', 'jeep', 'landrover', 'limousine', 'limo', 'loaner', 'minicar', 'minivan', 'racer', 'runabout', 'sedan', 'saloon', 'suv', 's.u.v.', 'subcompact', 'phaeton', 'tourer', 'motorbike', 'minibike', 'scrambler', 'dumper', 'tipper', 'dustcart', 'pickup', 'wrecker', 'semi', 'transporter', 'tanker', 'caravan', 'angledozer', 'tumbrel', 'tumbril', 'dray', 'cutter', 'monoreme', 'dodgem', 'craft', 'rocket', 'projectile', 'skibob', 'sleigh', 'sledge', 'sled', 'steamroller', 'hoverboard', 'handbag', 'basket', 'handbasket', 'bin', 'box', 'breadbox', 'bunker', 'can', 'cannister', 'canister', 'showcase', 'vitrine', 'cassette', 'cup', 'cylinder', 'dish', 'dispenser', 'drawer', 'dumpster', 'empty', 'glass', 'mailer', 'manger', 'measure', 'mold', 'mould', 'cast', 'parcel', 'package', 'pan', 'pod', 'flowerpot', 'receptacle', 'reliquary', 'saltcellar', 'bank', 'scuttle', 'shaker', 'spoon', 'thimble', 'wastebasket', 'workbasket', 'workbag', 'workbox', 'aquaplane', 'breadboard', 'drainboard', 'floorboard', 'kneeler', 'hawk', 'mortarboard', 'pallet', 'palette', 'planchette', 'scoreboard', 'snowboard', 'springboard', 'surfboard', 'trencher', 'wakeboard', 'drywall', 'wallboard', 'workboard', 'aircraft', 'hovercraft', 'spacecraft', 'watercraft', 'humvee', 'picket', 'technical', 'missile', 'bob', 'dogsled', 'luge', 'pung', 'toboggan', 'backpack', 'haversack', 'knapsack', 'rucksack', 'packsack', 'beanbag', 'bladder', 'holdall', 'carryall', 'tote', 'gasbag', 'gamebag', 'gunnysack', 'postbag', 'nosebag', 'feedbag', 'pouch', 'ragbag', 'sachet', 'poke', 'sack', 'saddlebag', 'sandbag', 'schoolbag', 'sickbag', 'skin', 'tuckerbag', 'clutch', 'etui', 'reticule', 'breadbasket', 'creel', 'frail', 'hamper', 'punnet', 'wastebin', 'dustbin', 'ashbin', 'ashcan', 'coalhole', 'coalbin', 'crib', 'litterbin', 'bandbox', 'carton', 'chest', 'coffin', 'crate', 'hod', 'mailbox', 'matchbox', 'paintbox', 'playbox', 'pyxis', 'shoebox', 'snuffbox', 'strongbox', 'deedbox', 'tinderbox', 'caddy', 'oilcan', 'paintball', 'luggage', 'baggage', 'briefcase', 'cardcase', 'kit', 'locket', 'pillbox', 'portfolio', 'quiver', 'shoe', 'sleeve', 'notecase', 'billfold', 'wallet', 'audiocassette', 'videocassette', 'chalice', 'kylix', 'cylix', 'scyphus', 'teacup', 'casserole', 'coquille', 'sauceboat', 'ramequin', 'ramekin', 'aerosol', 'nebuliser', 'nebulizer', 'spray', 'sprayer', 'atomiser', 'atomizer', 'inhalator', 'inhaler', 'bumper', 'rummer', 'seidel', 'jigger', 'pony', 'snifter', 'tumbler', 'wineglass', 'airmailer', 'bunk', 'form', 'matrix', 'pig', 'sandbox', 'bundle', 'sheaf', 'dishpan', 'pannikin', 'planter', 'ashtray', 'hive', 'beehive', 'catchall', 'potty', 'chamberpot', 'dustpan', 'garbage', 'hopper', 'ossuary', 'plate', 'socket', 'cuspidor', 'spittoon', 'tidy', 'tray', 'caster', 'castor', 'saltshaker', 'soupspoon', 'tablespoon', 'teaspoon', 'steriliser', 'sterilizer', 'autoclave', 'cask', 'barrel', 'basin', 'bath', 'bathtub', 'bedpan', 'cupel', 'bucket', 'pail', 'censer', 'thurible', 'churn', 'crucible', 'drum', 'eyebath', 'eyecup', 'flagon', 'jar', 'ladle', 'ostensorium', 'monstrance', 'mortar', 'muller', 'pitcher', 'ewer', 'poacher', 'retort', 'steeper', 'vat', 'urceole', 'well', 'washpot', 'fibreboard', 'fiberboard', 'plasterboard', 'bogy', 'bogey', 'bogie', 'lander', 'lem', 'starship', 'spaceship', 'bareboat', 'merrimac', 'monitor', 'ship', 'shrimper', 'yacht', 'bomber', 'fighter', 'flattop', 'battleship', 'battlewagon', 'corvette', 'destroyer', 'ironclad', 'privateer', 'submersible', 'sidewinder', 'kitbag', 'duffel', 'duffle', 'moneybag', 'seabag', 'pocket', 'sporran', 'waterskin', 'wineskin', 'voider', 'corncrib', 'sixpack', 'coffer', 'toolbox', 'bier', 'sarcophagus', 'soapbox', 'till', 'cashbox', 'safe', 'lockbox', 'grip', 'suitcase', 'hatbox', 'imperial', 'satchel', 'trunk', 'attache', 'grail', 'sangraal', 'demitasse', 'porringer', 'cocotte', 'argyle', 'argyll', 'tureen', 'airbrush', 'flute', 'bale', 'faggot', 'fagot', 'swag', 'deck', 'cheeseboard', 'icetray', 'salver', 'turntable', 'cradle', 'rocker', 'digester', 'butt', 'hogshead', 'keg', 'shook', 'tun', 'aspersorium', 'baptistery', 'baptistry', 'font', 'bidet', 'birdbath', 'laver', 'stoop', 'washbowl', 'washbasin', 'handbasin', 'lavabo', 'footbath', 'carafe', 'decanter', 'carboy', 'cruet', 'crewet', 'demijohn', 'flask', 'calabash', 'gourd', 'inkpot', 'jug', 'vial', 'ampul', 'ampoule', 'ampule', 'phial', 'jorum', 'mazer', 'kibble', 'mug', 'tankard', 'amphora', 'crock', 'cruse', 'jampot', 'jamjar', 'vase', 'dipper', 'scoop', 'creamer', 'caldron', 'cauldron', 'coffeepot', 'dixie', 'kettle', 'marmite', 'pottle', 'saucepot', 'stockpot', 'teapot', 'alembic', 'aquarium', 'gasometer', 'reservoir', 'washtub', 'inkwell', 'highboard', 'masonite', 'sheetrock', 'plane', 'airplane', 'aeroplane', 'gyroplane', 'autogiro', 'autogyro', 'drone', 'glider', 'sailplane', 'chopper', 'whirlybird', 'helicopter', 'eggbeater', 'ornithopter', 'orthopter', 'airship', 'dirigible', 'balloon', 'flatboat', 'lighter', 'barge', 'hoy', 'bumboat', 'narrowboat', 'catamaran', 'ferryboat', 'ferry', 'fireboat', 'gunboat', 'junk', 'longboat', 'lugger', 'mackinaw', 'mailboat', 'powerboat', 'motorboat', 'punt', 'scow', 'steamboat', 'surfboat', 'pinnace', 'towboat', 'tug', 'tugboat', 'tower', 'trawler', 'dragger', 'trireme', 'bark', 'barque', 'brig', 'brigantine', 'clipper', 'dhow', 'felucca', 'galleon', 'indiaman', 'ketch', 'rigger', 'sailboat', 'sloop', 'smack', 'windjammer', 'yawl', 'dandy', 'crayer', 'derelict', 'bounty', 'flagship', 'hulk', 'icebreaker', 'lightship', 'mayflower', 'minelayer', 'minesweeper', 'pirate', 'shipwreck', 'steamer', 'steamship', 'whaler', 'wreck', 'longship', 'interceptor', 'kamikaze', 'dreadnaught', 'dreadnought', 'pigboat', 'submarine', 'sub', 'icbm', 'abm', 'exocet', 'sam', 'stinger', 'register', 'carpetbag', 'gripsack', 'overnighter', 'portmanteau', 'gladstone', 'weekender', 'footlocker', 'locker', 'dime', 'firkin', 'ampulla', 'canteen', 'hipflask', 'greybeard', 'bellarmine', 'longbeard', 'lota', 'bota', 'jeroboam', 'magnum', 'nebuchadnezzar', 'clamshell', 'grapple', 'stein', 'toby', 'percolator', 'teakettle', 'samovar', 'marineland', 'sump']"
forklift,"['wagon', 'tank', 'van', 'tractor', 'panzer', 'tram', 'tramcar', 'carriage', 'bike', 'car', 'waggon', 'truck', 'rig', 'lorry', 'cab', 'roadster', 'camion', 'carrier', 'locomotive', 'engine', 'r.v.', 'rv', 'streetcar', 'trolley', 'cart', 'scooter', 'velocipede', 'apc', 'dinky', 'dinkey', 'shunter', 'amphibian', 'bloodmobile', 'automobile', 'motorcar', 'machine', 'auto', 'doodlebug', '4wd', 'golfcart', 'hearse', 'motorcycle', 'snowplow', 'snowplough', 'motortruck', 'camper', 'horsecar', 'cat', 'caterpillar', 'snowmobile', 'delimber', 'bulldozer', 'dozer', 'skidder', 'coach', 'chariot', 'ambulance', 'bus', 'heap', 'jalopy', 'hack', 'taxi', 'taxicab', 'compact', 'convertible', 'coupe', 'cruiser', 'electric', 'hardtop', 'hatchback', 'jeep', 'landrover', 'limousine', 'limo', 'loaner', 'minicar', 'minivan', 'racer', 'runabout', 'sedan', 'saloon', 'suv', 's.u.v.', 'subcompact', 'phaeton', 'tourer', 'motorbike', 'minibike', 'scrambler', 'dumper', 'tipper', 'dustcart', 'pickup', 'wrecker', 'semi', 'transporter', 'tanker', 'caravan', 'angledozer', 'brougham', 'minicab', 'stroller', 'pusher', 'pushchair', 'perambulator', 'pram', 'wheel', 'bicycle', 'cycle', 'boneshaker', 'railcar', 'pushcart', 'handcart', 'skateboard', 'trailer', 'tricycle', 'trike', 'monocycle', 'unicycle', 'bassinet', 'tandem', 'ordinary', 'caboose', 'handcar', 'tender', 'applecart', 'wheelbarrow', 'barrow', 'forecarriage', 'equipage', 'limber', 'sulky', 'pedicab', 'bandwagon', 'conestoga', 'milkwagon', 'wain', 'boxcar', 'flatbed', 'flatcar', 'flat', 'gondola', 'diner', 'nonsmoker', 'pullman', 'sleeper', 'smoker', 'teacart', 'barouche', 'buckboard', 'buggy', 'cabriolet', 'caroche', 'chaise', 'shay', 'clarence', 'drosky', 'droshky', 'gharry', 'gig', 'hackney', 'hansom', 'landau', 'stanhope', 'surrey', 'trap', 'troika', 'dogcart', 'dumpcart', 'rickshaw', 'jinrikisha', 'ricksha', 'oxcart', 'ponycart', 'berlin', 'finisher', 'moped', 'technical', 'bookmobile', 'stockcar', 'stage', 'stagecoach', 'remise', 'tumbrel', 'tumbril', 'dray']"
